"","cell","proj_id","treatment","mark","rep","desc","prog","dlink","urltex"
"4363","HCPEpiC","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000947","Nonetreatment","H3K4me3","rep1","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04363&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04363"
"4364","HCPEpiC","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000947","Nonetreatment","H3K4me3","rep2","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04364&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04364"
"4365","HCPEpiC","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000947","Nonetreatment","H3K4me3","rep2","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04365&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04365"
"4366","HCT116","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000949","Nonetreatment","H3K4me3","rep1","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04366&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04366"
"4367","HCT116","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000949","Nonetreatment","H3K4me3","rep1","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04367&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04367"
"4368","HCT116","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000949","Nonetreatment","H3K4me3","rep2","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04368&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04368"
"4369","HCT116","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000949","Nonetreatment","H3K4me3","rep2","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04369&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04369"
"4370","HEEpiC","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000951","Nonetreatment","H3K4me3","rep1","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04370&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04370"
"4371","HEEpiC","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000951","Nonetreatment","H3K4me3","rep1","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04371&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04371"
"4372","HEEpiC","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000951","Nonetreatment","H3K4me3","rep2","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04372&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04372"
"4373","HEEpiC","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000951","Nonetreatment","H3K4me3","rep2","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04373&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04373"
"4374","HEK293","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000953","Nonetreatment","H3K4me3","rep1","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04374&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04374"
"4375","HEK293","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000953","Nonetreatment","H3K4me3","rep1","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04375&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04375"
"4376","HEK293","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000953","Nonetreatment","H3K4me3","rep2","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04376&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04376"
"4377","HEK293","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000953","Nonetreatment","H3K4me3","rep2","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04377&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04377"
"4378","HMEC","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000954","Nonetreatment","H3K4me3","rep1","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04378&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04378"
"4379","HMEC","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000954","Nonetreatment","H3K4me3","rep1","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04379&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04379"
"4380","HMEC","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000954","Nonetreatment","H3K4me3","rep2","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04380&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04380"
"4381","HMEC","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000954","Nonetreatment","H3K4me3","rep2","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04381&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04381"
"4382","HMF","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000955","Nonetreatment","H3K4me3","rep1","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04382&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04382"
"4383","HMF","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000955","Nonetreatment","H3K4me3","rep1","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04383&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04383"
"4384","HMF","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000955","Nonetreatment","H3K4me3","rep2","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04384&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04384"
"4385","HMF","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000955","Nonetreatment","H3K4me3","rep2","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04385&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04385"
"4386","HPAF","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000957","Nonetreatment","H3K4me3","rep1","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04386&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04386"
"4387","HPAF","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000957","Nonetreatment","H3K4me3","rep1","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04387&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04387"
"4388","HPAF","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000957","Nonetreatment","H3K4me3","rep2","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04388&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04388"
"4389","HPAF","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000957","Nonetreatment","H3K4me3","rep2","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04389&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04389"
"4390","HPF","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000959","Nonetreatment","H3K4me3","rep1","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04390&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04390"
"4391","HPF","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000959","Nonetreatment","H3K4me3","rep1","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04391&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04391"
"4392","HPF","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000959","Nonetreatment","H3K4me3","rep2","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04392&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04392"
"4393","HPF","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000959","Nonetreatment","H3K4me3","rep2","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04393&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04393"
"4394","HRPEpiC","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000961","Nonetreatment","H3K4me3","rep1","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04394&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04394"
"4395","HRPEpiC","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000961","Nonetreatment","H3K4me3","rep1","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04395&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04395"
"4396","HRPEpiC","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000961","Nonetreatment","H3K4me3","rep2","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04396&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04396"
"4397","HRPEpiC","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000961","Nonetreatment","H3K4me3","rep2","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04397&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04397"
"4398","HVMF","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000963","Nonetreatment","H3K4me3","rep1","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04398&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04398"
"4399","HVMF","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000963","Nonetreatment","H3K4me3","rep1","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04399&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04399"
"4400","HVMF","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000963","Nonetreatment","H3K4me3","rep2","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04400&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04400"
"4401","HVMF","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000963","Nonetreatment","H3K4me3","rep2","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04401&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04401"
"4402","Jurkat","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000965","Nonetreatment","H3K4me3","rep1","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04402&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04402"
"4403","Jurkat","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000965","Nonetreatment","H3K4me3","rep1","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04403&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04403"
"4404","Jurkat","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000965","Nonetreatment","H3K4me3","rep2","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04404&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04404"
"4405","Jurkat","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000965","Nonetreatment","H3K4me3","rep2","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04405&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04405"
"4406","MCF7","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000967","Nonetreatment","H3K4me3","rep1","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04406&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04406"
"4407","MCF7","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000967","Nonetreatment","H3K4me3","rep1","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04407&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04407"
"4408","MCF7","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000967","Nonetreatment","H3K4me3","rep2","UW-lab","Hotspot-v5.2","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04408&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04408"
"4409","MCF7","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000967","Nonetreatment","H3K4me3","rep2","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04409&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04409"
"4410","NB4","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000969","Nonetreatment","H3K4me3","rep1","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04410&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04410"
"4411","NB4","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000969","Nonetreatment","H3K4me3","rep1","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04411&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04411"
"4412","NHDF-neo","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000971","Nonetreatment","H3K4me3","rep1","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04412&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04412"
"4413","NHDF-neo","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000971","Nonetreatment","H3K4me3","rep1","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04413&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04413"
"4414","NHDF-neo","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000971","Nonetreatment","H3K4me3","rep2","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04414&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04414"
"4415","NHDF-neo","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000971","Nonetreatment","H3K4me3","rep2","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04415&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04415"
"4416","HA-sp","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000973","Nonetreatment","H3K4me3","rep1","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04416&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04416"
"4417","HA-sp","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000973","Nonetreatment","H3K4me3","rep1","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04417&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04417"
"4418","HA-sp","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000973","Nonetreatment","H3K4me3","rep2","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04418&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04418"
"4419","HA-sp","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000973","Nonetreatment","H3K4me3","rep2","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04419&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04419"
"4420","AG04449","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000975","Nonetreatment","CTCF","rep1","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04420&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04420"
"4421","AG04449","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000975","Nonetreatment","CTCF","rep1","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04421&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04421"
"4422","AG04449","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000975","Nonetreatment","CTCF","rep2","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04422&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04422"
"4423","AG04449","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000975","Nonetreatment","CTCF","rep2","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04423&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04423"
"4424","AG04450","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000976","Nonetreatment","CTCF","rep1","UW-lab","Hotspot-v5.1","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04424&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04424"
"4425","AG04450","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000976","Nonetreatment","CTCF","rep1","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04425&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04425"
"4426","AG04450","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000976","Nonetreatment","CTCF","rep2","UW-lab","Hotspot-v5.2","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04426&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04426"
"4427","AG04450","https://www.encodeproject.org/search/?searchTerm=wgEncodeEH000976","Nonetreatment","CTCF","rep2","UW-lab","lmax-v1.0","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG04427&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG04427"
